text,rationale
"– more boring than a sheet of paper?  Okay, so please put it away.  Good.  Okay, we are going to do centers tomorrow. You do not need to bring your math journal one and two. You just need to bring your math notebook and coloring tools.  Please do not come in here tomorrow without your coloring tools.  You need your markers, crayons, colored pencils, or whatever.  You need to make sure you have. What's wrong?",0
"Please turn to page 56.  Student L, lights.  Thank you, ma'am. All right, can someone take a guess at what we're going to be learning today?  Someone take a guess.  I know it's like pulling something out of thin air, but can someone take a guess?  What are we doing today, Student K?",0
"No, you're taking notes.  We're just going to glue them in your notebook.",1
"You've been taking notes long enough to be able to decipher what you need to do, what's going on with your notes. Student F, I need that desk cleaned out today by 3:15. I'll give you till 3:30.  Ouch.  Did you guys take notes like this last year?",0
"Good morning, class.  So today we’re going to continue working on patterns, as we have been.  What we’re going to do today is there’s going be several stations, as we’ve done before. So right now you guys are quietly working on your ‘do- now,’ you guys have 15 – or we’ll go with ten minutes to complete as much of it as possible.  Once you finish that we’re going to go ahead, quickly review, and then we’re going to go ahead and break off into our stations to continue focusing in on our patter review, all right? At the end of class we have a quiz.  So before you guys get ready to take to the quiz I’ll go ahead and give you about five minutes to continue on to review.  So one of the stations, during our work-station rotation, up here on the promethium board – promethium station, you guys are doing the same thing as the group that was up here yesterday; so you’re going to be focusing in on locating the aliens using the [corner] grid.",1
Shh.  Adding.  Four plus zero?,0
"Student C, stay focused.  You’re all done?  So go ahead and review, all right, because you have review at the end of class.  Your quiz at the end of class is focusing in on patterns.  So if you’re finishing up early I suggest you review your notes for patterns, all right?  You’re reviewing your notes for patterns; you’re reviewing the problems that we’ve done for patterns.  Your pattern quiz will have one- and two-step problems, all right?  They will all be numerical, which means they’re all numbers.",1
"Student J, pay attention.  Quadrant four.  Let’s check to see if Student M is correct.  I’ll go over one and I’ll go down six.  Excellent job.  All right.",0
"Voices.  With that being said, we are going to go ahead and get ready to switch into our work stations.  I did not say for anybody to move.  You can quietly raise your hand.  Student M?",1
"You may.  All right, so, with that being said we’re going to rotate into our stations.  Today I am beginning with group three, so group three will be in the back with me, all right?  You are not talking.  Shh.  Group two; you’re listening.  Thank you.  Group two is starting at the – nobody is moving right now; I have not released anybody to move.  Group two, you will be at the computers.  You are on First [and] Math or ST Math.  Group one, you’re on the promethium board; you are playing the coordinated grid game, locating the A leads.",0
"Group four, you’re practicing patterns with pattern ladder, all right?  With pattern ladder.  Pattern ladder, you can play it in pairs, all right?  You can play it in pairs.  You can pick whichever color pieces you want to use as your work – your pieces to use, all right?  So quickly review on it because it seems like some of us have forgot our order, so just quickly; group one, go ahead and move to the locating aliens promethium board – that’s Student M, Student J, Student S, Student D – be careful to not crash into the camera, all right?  You are not moving by the camera because we do not want to knock it over.",1
"Group two, you may go ahead and rotate to the computers.  Group two, that’s Student A, Student C, Student D, Student J. Group three, you may go ahead and come back here; Student R, Student K, Student C, Student N and Student M. And group four, you may go ahead and get started on the game.  That’s Student E, Student K, Student J, Student M and Student J. Everyone should be quietly in their sections in the next five seconds.  All chairs should be pushed in.  I’m looking at several chairs that are not pushed in.  Five, four, three, two – pull your chair over a little bit.  Pull your chair over a little bit Student C –one and zero.",0
"All right, I should not hear anybody talking in the next five, four, three, two, one and zero.  Student C, go to Internet Explorer and then it will work.  Group number one, right now you are too loud.  It is not that serious.  Everybody is going to get a turn. All right, so over here we’re going to focus in today on patterns, all right.  Everybody should be quietly working with their groups.  Student E, what are you doing?",0
I like quiet hands.  Student M.,0
But you have to answer your question first.  Group one; you’re too loud.,0
"All right, I like how you guys are working together and trying to figure this out.  Let’s see; did we figure it out?  Who wants to give us – try?  Student C, what did you think the rule is?",0
"So, if we’re not working here on task then you guys are going to go back to your seats and you’re going to work on task there.  We’re working together quietly, all right?  I should not have to come over here again; I should not have to tell you guys to be quiet, all right?  You can do it. We’re here to be successful; we’ve got to make sure we’re doing that, all right?  You have this hyphen in there Student J in your answer.",1
"You’re over; it’s seven, comma, negative eight.  You can over – so remember, you started your origin – go over and then down.  Student D; pay attention to your group.",0
Group one; have a seat.  Have a seat.  You have a worksheet now because clearly we’re not doing what we’re supposed to be doing at the promethium board.  Group three; we’re too loud.  You guys can all sit right here at this table to work together quietly.  Maybe if we can do this correctly then we can get back to the promethium board.  Front and back.,1
"Hmm?  Have a seat; I’ll be coming right here.  All right, so – which part?",0
What is the rule?  I like quiet hands.  Student N.,0
"Work it out on your board; do not shout it out yet.  You might have different ways of solving, all right?  So I want you guys thinking about that. Good job over here you guys.  Excellent.  You’ve got to make sure you’re using the number that’s up here, along the top part. Good job over here.  Keep it up.  Excellent job you guys. You’re doing much better over here.  This is what I like to see because we’re here to learn.  Excellent.  Keep it up, okay?",1
"Yes, Student A, you may.  Student C, stay focused.  Student D and Student J.",0
"Do we need to go back to our seats?  Student D, that is not how you act.",0
"Student C and Student J; focus on that.  Student J, what are you doing?",0
"That’s not how you act.  I understand you and Student D a lot of times are not up here because you were with Miss A, but right now acting like this with your groups is not going to work.  So you guys are getting ready to lose the privilege of working with groups.  That’s not how you act.",1
"Great job you guys.  Student M, stay focused on your computer. Group focus.",0
"Oh, I’m sorry.  Student D, Student S; you’re loud.  Student A and Student J.",0
"Group one; stay focused.  All right, what do we think our pattern is?  Student J.",0
"All right.  So, hopefully with the practice we have learned – yes Student M?  Yes.  Student M is collecting the folders; I need on other volunteer.  Student M is collecting the notebooks.  All right.  So hopefully with this it has helped us to go over patterns.  Student J, sit down.  It has helped us to go over patterns, all right?  We will have a quiz.  We did not get to take it just yet so we’re going to take it shortly with the other class.  We’re going to have them wait a little bit longer so we can finish up our little final quiz, all right?  With that being said you guys are all going to demonstrate your mastery on patterns, all right?  You’ve got to show me what you know with patterns, all right?",0
So clear your desks.  You only need a pencil out.  We’re going to finish up class with the quiz.,1
"No.  What am I doing now?  First I’ve got to clean house, get rid of that so I don’t mess up, right?  I don’t want to confuse myself.  Student J, pay attention.  All right, then what do I need to do?",0
"Nineteen.  Student C, you should be paying attention.  Three times eight?",0
"So I'll ask you again, what do you think I mean when I say compare decimals?  What are you going to be doing?  Only Student T knows.  Only Student E.  Student T, what do you think I'm going to be asking you to do?  Student M, can you read the objective again for Student M?  I don't think he was listening.",0
Hm?  I can't hear you?,0
"Again, louder, because you're talking to that group.  You're not talking to your notebook.",1
Can you speak louder.,0
I can't hear you.,0
Louder.  Student E wants to hear you.  He's ready to fight.  I know Student E.  He wants to argue.,1
"Student T, he's talking Student T.  Do you mind being quiet? Can you repeat that again because she kept talking?",1
"Can you speak louder, Student T?",0
I can't hear you.  You're right.  I can't hear you though.  Can you say it louder?,1
"One more minute.  Let's see here.  Ten seconds.  All right? It's all right.  Go on in.  Just class, okay.  Okay, are we ready?  Stand up if you're ready to move on to the next thing.  All righty.  If you didn't finish, you can copy from the person sitting next to you.  So in your groups, I have several numbers here.  You see where each number is underlined?  I want you to tell me what place is it. So in your groups, identify which place is it in.  Is it in the ones place?  Is it in the tens place?  Is it in the tenths place?  Is it in the hundredths place?  So in your groups, get started.  Five minutes.  Work as a group.  As a group. So far all I hear is Student T trying to work with her group.  I don't hear any other groups trying to work with each other.  Hm-hmm, not independently.",0
"Sit there.  Where's the decimal?  [Inaudible].  So what would this be?  What would this be?  It seems like you're having trouble working with groups and that can't happen.  All of you, that's not fair if you want to be selfish and not share your knowledge with anybody else.  Why do you think I put you in a group?  To work together and to help each other.  Are any of you actually doing that?  Are any of you actually doing that?  Yes or no?  That means you're not following my directions.  Okay, so you need to work how? Not by ourselves right now.  So let's work together.  Okay, two more minutes to finish this up and then we're going to go over each one.  What do you think, Student E?  Do you agree with the choices?  The four or the six?  This is the hundredths?  Why are you –",1
"5 and 13 hundredths.  I love it.  I love it.  All righty.  So today we're going to be figuring out how to compare decimals with one another.  You're going to be using charts.  I'm going to give two to each group.  These charts are going to try to help you compare decimals with one another.  What does it mean to compare?  What do you think I mean when I mean to compare decimals?  Think about your goals for today, your objective for today.  What do I want you to do with decimals?  I'll wait because the Witnesses seem to be a little distracted, so I'll ask my question again.  What do you think I mean when I say compare?  When you compare numbers, what do you do?  Student M?",1
"99 would be an example.  Excellent.  Enough.  One, two, three, eyes on me.",0
"Sit with tolerance.  If you don't think you can sit with focus, then you're going to be sitting in a chair.  All right, one, two, three, eyes on me.",0
"Can anyone give me an example about that.  I need you in a seat, honey.  I asked you to sharpen it with the pencil sharpener at the back of the room.",1
"Thank you.  Turn the pencil, honey.  Thank you.  Take a seat. Who can give me an example?  So I'm hearing factors is what you skip count by, multiple is what you land on.  Who can give me an example about that?  Student T?",0
40.  Good job.  Take a seat.  So I gave you a factor and you showed me that you were going to land on those multiples. Is that correct?,0
"Does everyone understand that?  Student T, enough with playing with those materials.  Give me a thumbs up if you understand.  Hands down.  Raise your hand if you still need a little clarification.  Okay, good job.  First we're going to talk about multiples of 3.  Can I have you sit over there please?  Multiples of 3.  So what is this number that I gave you?",0
"Student P, final warning.  Next time I have to speak to you, you're going on a chair.  Now I want you to think about the multiples of 30.  And when we're done with that, we're going to see the relationship between the two numbers.  So what's the first number I'm starting with?  Work slowly and work together.  What's the first number?",0
Let's go slow and think.  Let's not just shout out.  So after –,1
"300.  Guys, pick it up.  We're not singing them.",0
Are you talking about these two charts right now?,0
"As a class – I'm going to wait until I have props from everybody.  Thank you.  Student T, I love the way that you're paying attention.  Student T, I love the way that you're sitting up straight, looking great.  Student T, you have a question?",0
"Oh, what do you mean?  Hold on, honey.  So right now we're focusing on what Student M saying.  You're showing props to him, okay.  You're listening to him.  You're not playing with this.  So Student M, what can you tell me about using multiplication to solve division?",1
"Student P, we don't laugh.  Flip your card.  We don't laugh at other people.  It's absolutely okay to make mistakes or say they don't know.  Teacher doesn't know anything.  Look at all these hands.  Who can explain to me the connection that they see between the multiples of 3 and multiples of 30. I'm going to call on more than one person starting with Student T.",1
I can't hear you when you're covering your hand.,1
"Okay.  Let's pay attention because right now you're going to do an activity with a partner.  Well, first I'm going to do it with a partner and then you're going to do it with a partner.  The activity we are going to do is called multiple towers.  What is called?",0
"Okay.  Let me see who's sitting up straight looking great who I could use as my partner.  Let me see.  Student M.  Student M, can I have you stand right over and let me see who my other partner is going to be?  I need another assistant. Student A.  I'm going to give you a number.  Why don't we work with the number 30.  So what number are we going to work with?",0
"All right.  So Student A and M, you two are going to work on that together to get up to this line and we're going to see how many boxes we have and how many total oranges we have. Make sense?  Get to work.  Everybody else?  One, two, three, eyes on me.",0
"I'm a little disappointed with today, okay?  So students who just came in, you're sliding right in.  Student S, sit up, please.  Yes.  Yep.  So right now those two friends over there are keeping track about how many oranges we have and how many boxes we have.  With a partner, you are going to be taking a strip of paper, okay?  You are going to be taking a strip of paper.  You will need a ruler and you are going to mark off one inch squares, okay?  So once you get an inch, you're going to draw a line across.  Measure another inch, draw a line.  Does that make sense?",0
"Does anyone have a ruler at their desk that I could borrow quickly?  Student S, could you grab me a ruler, please, from the drawer behind you?  Thank you.  So as we can see – One, two, three, eyes on me.",0
"Let's see who's sitting up straight looking great.  I'm going to put you in partners.  Student Z, go to this table. You're going to work with me, please.  Student T and S –",0
"Every group has a piece of paper.  One, two, three, eyes on me.",0
"Come over here.  Student P is going to work with me for right now.  You have a job to do, Student M.  Student J, don't bump into that.",0
"Nope, we don't need each other's help.  Student J, let's go, please.",0
Sure.  Do you want me to squoosh you?  I love the way table five is working.  So what number would we want to skip count by?,0
"So pay attention, Student P.  I need you sitting up.  Look at me.  If each of these folds is a multiple, right?  What is my third multiple?",0
"Good job, Student R.  Student P, sit up.  Otherwise we'll do this at recess tomorrow.",1
"So has everyone – excuse me.  One, two, three, eyes on me.",0
Can you talk to each other about that?  Talk to each other about that.  What is going on over here?,0
"I'll come over to you guys.  One, two, three, eyes on me.",0
"So if this is the number of oranges, we need to know the number of boxes because this is the total number of oranges. Thumbs up if you agree.  Hands down.  Raise your hand if you're confused.  Student S, how do you feel right now?",0
"So 30 times 16.  Well, we have a couple of these falling down. One, two, three, eyes on me.",0
"Nice and loud, Student N, for everybody.",1
"I am losing my patience.  You need to do these with your partners that you did the strips with.  Tables four and five.  I am, for the third time, I am coming over to help you.  Tables three, four, and five, please get your math books.  Tables one, two, and six, please get your math books.",0
"One, two, three, eyes on me.",0
"This amount of space.  Okay, I don't know what we were doing over here.  Are these inches?  This is an inch.  See one, two, three, four.  That's an inch.  Okay?  So I am making these separated by inches.  Okay, Student M and P, flip your cards.  Student P, go to Mr. L's room, please.",0
"Right.  So I'd have 50 oranges.  Open up to 37.  Student S, you just gotta listen.  For what, honey?  For what?  All right, let's do this question.  Number one, what number did you use to build your multiple tower?  What number did we use?",0
"Okay, so who can raise their hand and explain to me what is the relationship, the connection between multiplication and division?  Student R?",0
"Same in writing.  Exactly.  Use what you know to help you learn what you don't know.  So today we are going to understand the effect of multiplying multiples of 30.  We are going to look at the relationship of multiples of 3 and multiples of 30.  In addition to that – Student C, take a seat, please.",0
Shh.  Shh.  Shh.,0
Shh.,0
"We’re being videotaped.  Okay.  All right, so let’s look.  So class, listen.  Are you with me?",0
"Okay, write this down.  Shh.  Shh.  By the way, what is this number here called?",0
"Okay, let’s stop.  Okay, give yourselves a round of applause. [Clapping].  Tomorrow we will work on multiplying using our sevens.  The first thing I want you to do is to start with the math motivator.  Make sure that you have a pencil and a piece of paper out.  I’m going to give you about five minutes to work on this, the math motivator where you solve the problem. This is a review of what we’ve been working on.  We’ve been working on division using three-digit dividends by one single divisor.  I want you to solve this one problem, but not only solve it.  I also want you to explain in words the steps to solving the problem.  I want you to divide 186 by four.  Any questions on that?",1
Go ahead.  Go ahead to the restroom.  [Students working on problem].,0
"Okay, you’re with me.  Let’s go.  Come on.  [Inaudible] look at this.  Look at that, and that.  Hold that, hold that thought.  All right, I need everybody to look this way.  I need all eyes.  Hold it.  I need all eyes.  All eyes.  I’m going to explain the problem.  I want you to watch with me. Ready?",1
Okay.  Four times eight?  Write that eight above the four.  You need to go to the nurse?  What’s wrong?,0
"Here.  Put your pencil in here.  Let’s go.  Does four go into three?  No, then you want to put a zero above the three. Let’s go  Put the zero above the three.  Mm-hmm.  Yes. Maybe we can all do this together.  Let’s look real quick so I don’t have to repeat it a whole lot of times.  Now watch.  Watch.",1
"Clap three times if you can hear me.  [Clapping].  Two times if you’re with me.  [Clapping].  Five times if you got the answer.  [Clapping].  All right, let’s look.",0
"Okay, all eyes over here.  So what happens?  We put a what?",1
Shh.,0
Shh.  Let’s slow down.  Let’s slow down.  Let’s slow down.,0
"You had a few minutes to get yourself comfortable with the words on that paper.  Those are all words that – not all of them we’re going to use today, but as we introduce the unit today, those are all words that you will see over the next couple weeks.  What I’m going to ask you to do now is I’m going to ask you actually tuck your word search into your desk.",0
"Okay, as soon as you’re done, eyes up here, please.  Student R, could you put your word search in your desk, please?",0
"48?  Wow.  Okay.  Let’s take a peek.  This is everybody in the class, this is the amount of raisins they have.  So now your eyes should be up here.  Your hands are not touching your raisins.  Perhaps you should fold them and put them in your lap.  Your hands are not touching your raisins – that’s the second time now.  Thank you.  36, 38, 39, 39, 40 – this is a jumble of numbers.  It’s just one big list of numbers.  Are they in order?",0
"Yeah?  Student N, could I have you come up to the board, please?  You cannot eat your raisins yet.",0
"Can you hold this up for me?  [Inaudible.]  Very inappropriate, and I have to repeatedly talk to you when you’re talking and laughing when I’m trying to teach a lesson.  I’m not very pleased.  You will be on the wall.  Continue to argue, your only recess tomorrow too. Your chair should be on the ground and you should be sitting like a lady.",0
"How did his feet get under your chair?Thank you.Oh, this tape is sticky.All right.Thank you, my dear.You may have a seat.Okay.So I’m going to, I could draw on my whiteboard but then I’d have to erase it, right?And that would be no fun.",1
"No.  You have to space it out like I did.  Let’s see.  Student X.  Now, if Student X doesn’t do it correctly should we yell out and say, “That’s wrong”?",0
"Does anybody not like raisins?  Don’t put them back in the box because I’m going to need your box, but if someone in your group wants to munch on them, you can share them.  Only in your group.  Only in your group.  You’re not getting up across the room to share raisins.  That’s how raisins end up on the floor and stuck in your sneakers.  That’s mighty disgusting. Very good, Student M.  Alrighty.  Student N, can you do me a huge favor?  Actually, you know what?  We can just use this table.  I was going to use the other table, but this will actually stick better anyways.  If you had 30 raisins, raise your hand.  Now, I only have two 30s up there so I should only have two hands.  Who had 30 raisins?  Student D.  You should have it written down, honey. So Student T and Student D, bring your raisin box up to me, and you’re going to be our first people to show what we do, okay?  So Student D, here’s your raisin box, here’s your raisin box.  Student D, you’re going to stick it right above 30.  Good.  And Student T, you’re going to stick it right above his.  Very nice.  So how many do I have in 30? I have two.  Do you think now, I should look at my list and cross out the two 30s?",0
"Above the 32, and it should be lined up with the first one here, right?  Okay, Student D, go ahead. Oh, Miss D has an itchy eye.  What a scientist.  Make sure it’s nice and stuck on there.  There we go.  Alrighty.  So we can now cross off my 32.  How about 33?  Raise your hand if you have 33.  I should have one 33.  Student R?  Bring your raisin box on up, Student R.",1
"31 has none.  30 and 35 have the most.  Okay.  And these guys all have one.  What’s this for?  You’re 36?  I haven’t gotten there yet.  Can you have a set and be patient, young man?  All right.  So 35.  We got rid of our 35s.  Student S is on the edge of his seat.  36.  Oh boy.  I have one, two, three.  So is that the most so far?",0
Go back and sit down.  Go back and sit down.,0
"Five, four, three – see, here’s the thing that happens with collecting data.  You have to make sure you’re paying attention.  If not, it gets everything messed up.  So we’re going through one by one right now to see where I need to make a change.  Because I can’t just put 36 up there and keep my other numbers up there.  I’ve got to find out what I have to change.  Student R, go sit down for a moment, please.  Student R.  Student K.  Not yet, Student D.  Just wait five seconds, please.  Student K, 36.  Student H, 38. Student S, 36.  Student R, you told me 39.",1
"37. Can you guys sit in your chairs?  Pull your chairs and on the bottoms.  Who has 40?  Anybody?  Student J, you have 40, so you’re my only 40 up there?  So Student J, you have 40.  So I went to you after Student D?  Student N, you have 39?",0
"Go sit down, Student D.  Okay.  So people are changing their numbers and that’s not okay.  So now – no.  We need to go through and we have to see who has what.  Student K, 36?",0
"48.  Come on up, Student X.  Right above 48.  There you go. Okay.  Everybody should be sitting.  I should have your eyes up here and your hands should be touching nothing. Your hands aren’t playing with anything.  Unless you’re eating the raisins, that’s fine.  What’s the most amount of raisins in a box that we have?  Student J?",0
"Thank you, sir.Student J.Remember, I should only have to say something once and you follow the directions.Okay.And before we get started, up here is our goal for the day.Remember how in morning meeting usually we set a goal, how we’re going to behave for the day, what we’re going to do to make a good day.",0
"All right.So, the first thing we’re going to do is I’m going to give you a piece of paper towel.That’s going to go right in front of you in the middle of your desk.I’m going to give you a box of raisins.You cannot open your raisins.",0
You cannot open it yet.,0
"At the beginning of the year, remember I get those special forms that tell me if you’re allergic to anything?  We had no raisin allergies.  Good thing, huh?  Everybody has a paper towel?  Five, four, three, two, and one.  Thank you, for those people that quieted down by the count of one. Those of you that didn’t, you need to pull yourself together.  Everybody has a paper towel, yes?",1
"All right.  Thank you.  Now, Miss T, do you want to do the activity also?  Thank you.  [Inaudible] if you want to sit up here.  You don’t have to sit [inaudible].  Okay.  Now, here’s your direction.  The first step that I need you to do – did everyone squeeze it?",0
"Okay.  Once you’re done, Student J, you need to be appropriate. Student J?  Don’t ignore me when I’m speaking to you, please.   Okay.  Put your raisins down.  Raise your hand if you want to tell me how many raisins you think, just by looking at the top, are in the box.  How many do you think, Student R?",0
"Okay.  Can you please put your gum out in the barrel, please? Student J, why do we have data?",0
"We can’t just dump them out because they fall on the floor, and Miss D says “I don’t want to see them on the floor.”  We can’t use them again if you can’t use them properly.  You are going to take your raisins and you’re going to dump them out on your paper towel.  Not yet.  I haven’t said to yet.  I’m just telling you what you will be doing.  And you need to get an exact count of how many raisins.  Now, some raisins are big, some raisins are small.  Okay.  It doesn’t matter.  It’s still a raisin.  Count every piece as a raisin.  Does everybody understand that?",1
"Okay.  We’re gonna start in our center, so you need to be listening for instructions.  Table 5, tables 1 and 5 today, you’re gonna be doing something with the decimal war cards, okay.  First, you’re gonna complete this worksheet.  It has you do different things with the cards.  You’re gonna add the cards.  You’re gonna subtract the cards, compare some of the cards, and you’re gonna write some story problems. Then if you finish, you’re gonna keep playing decimal war till it’s time to change centers. As we talked about, Table 3, you’re gonna start with Five Minute Frenzy.  You should still be listening, so you know what to do when you move to the next center.  Table 6, you’re gonna be starting on the computers.  So when you go back, just be careful of the camera. You can leave your class work folders at the tables and you’re gonna meet me at the back table.  So let’s get started.  You need to get right over.  You guys need to get started right now.",1
"Come on over.  Sit down.  Come on over.  You guys actually keep moving down that way.  Student C, move over, Student I, Student M.  We want to make sure Student S has room. That’s good. ask Student M or Student C to help you, okay.  Have you done centers before?  No.  Okay.  So we’re gonna start out. Yesterday we talked a little bit about multiplication and division.  It seems like some of us are a little confused about what to do.  I will make you take this one.  Here you go.",1
"It starts with an L.  Student B, you need to focus and not be a distraction.  You should be focused, too, because even though you might have saw this I’m not sure you could explain it, explain how to do it.  We call them landmark numbers.  You looked at the math [inaudible].  Remember we talked about landmark numbers.  In third grade you had a unit called building on landmark numbers.  So what do we do first, Student B?  What am I gonna multiply 30 by?",1
Not you.  I’m talking to Student A.,0
"Yes.  Now you can try.  Erase your board.  You can try doing this on your paper, okay, two different ways.",0
"Student A.  And, Student N, you’re working with Student J.",0
"Let’s see.  First draw a box and divide it into fours.  Next, put the numbers you want to solve like this.  Next time when you do it I want you to explain step by step.  But I got what you’re doing and that was a good first try at explaining your thinking, and you do have some of the steps, but we want to be very specific, okay.  Student R, try to solve this two ways.  So everyone is doing great. You were able to solve things two different ways.  I have your pencil.  Solve things two different ways, which is great. to solve correctly.  Student M.  Yeah.  Student A, where are you guys at?  Okay, put that in the bin.  Student A, let me see your timer. Okay, you need to clean up at Tables 1 and 5.  The decimal cards – no one should be moving yet, except you guys can move back to Table 3.  The decimal cards need to be put back in the bags and then they need to be put in the folder.  No one is moving yet.",1
"Yep.  What I want you to do is when you have free time today finish this up, okay.  If you are done, that’s fine. You’re gonna solve two ways and write a story problem. didn’t tell anyone to leave yet.  Can I see your paper and pencil for a second?  Student I, when you get a chance you’re gonna solve this two ways and write a story problem. What I’d like you to do, erase your board.  Put your marker and your eraser on top of it.  You can guys can head back to Tables 1 and 5.  Yes.",0
"Student R, why would you go there, you and Student A?  You never go to that table.  What did I tell you to do with your folders?  [Inaudible].  Student A or Student B, set the timer right now.  Student A.",0
Can you please stop?  You’re being a distraction.  Now what are we gonna multiply here?,1
"600.  So put that in there.  And what is 30 times 7.  Student B, you’re raising your voice and you’re disrupting our group.  So you and Student N need to figure out what’s going on.",0
Okay.  Then you need to work on whatever it is you’re working on and not be disruptive.,0
"Yes, one, zero.  Most of you are still doing addition.  We’ll figure it out.  We’ll talk about it more after.  Okay. We’re gonna clean up centers.  So right now what I need you to do, people on the computers go over to Table 3.  People at Tables 1 and 5, you’re gonna clean up the decimal cards. And people, erase your boards.",1
"No, you’re gonna go back to your table.",1
"I know.  Some people need a lot of directions.  You don’t need your folder, Student A.  Leave it there and head to the computer.  Let’s go.  [Inaudible].  Exactly.  Very good. You have to work on that again.  Yes.",0
"Remember, go to 15, Student A.  Student A, I don't know why you’re over there.  This is not the first time doing centers.  I didn’t ask you to switch.  Okay.  We’re gonna take a look right now at the strategy.  Can anyone tell me one way that they figured this out?",0
"Adios.  [Music out].  Okay, Student J, can you get the lights for one sec?  Oh, you know what?  Let’s leave those lights out.  We’re going to take a look at the Elmo.",1
"Okay, let’s do another one, and we’re going to use just unit fractions for now, and then we’ll go on and use something else, okay?  This is my next example, except it doesn’t want to sit straight.  Okay?  Again, does not want to sit straight. All right, there’s my whole, there’s one-half, and this is my other fraction.  What did I just put up?  Did I ask you not to take out your fraction strips, yet?  And I have people pulling them out of their desks, being distracted, and not paying attention. Some of you are sitting quietly.  Paying attention to the Elmo.  Congratulations.  Good for you.  Student C, do you have an emergency, or are you going to tell me all about what I just put up here?",0
"Can you turn the lights on, honey?  And then I’m going to give you your centers for today.  Fraction Compare is going to be my first center.  Can you hand it over there, Student C, please?  Don’t touch it yet, guys, ‘cause I’ll be over there in a minute to show you what to do, okay? My second center is, Creating Equivalent Fractions.  You’re going to need your fraction strips for this, okay?  So if you do have your fraction strips in your desk, take them out.  If you don’t -",1
"Find all the ways to make one-half, using pieces in your fraction, okay?  Those are your directions.  Read the directions carefully two times before you start.  This group right here.  Think Together, okay?  Partners.  Think Together.  Read the directions two times before you start. And this is your “Think Together”.  Did I tell you to take out your fraction strips?  This group?",0
"When I get to you when we compare fractions, then you can take out your fraction strips, okay?  Just … just one second, honey.  This group is also doing, “Think Together” okay? read the directions two times, before you start.  Okay, what’s the problem?",1
"No, they’re fine for right now, okay?  They’re fine for right now.  You guys are all set?",0
"Okay, Fraction Compare.  Uh … let’s have … hmm.  All right, let’s have Student B, and Student S, and Student E, in this group, and Student A, and Student J in this group, okay? I’m going to read the directions.  Don’t open anything, yet.",0
"I want you to turn your desk around.  [Inaudible].  [Desk moving].  And since you guys are three, Student J’s going to go twice, okay?  You’re going to go with - Student B, after Student E, okay?  So let me get your stickies.",0
"Oh, look.  You guys are on top of things.  Good.  Are you sitting with Student H, Student L?  You only need one set of fraction strips, honey.  Just one set, okay, because you don’t want to mix them up.",1
"That’s what you have to find out, all right?  Now do you understand [inaudible]?  Put these away, please.  One. Two.  Three.  Four.  Leave those alone.  Yes.  [Inaudible] talk about it.",0
"If the camera is in the way, you can very, very, very carefully, move yourself closer, okay?  Or to the side, so you can see.  Somebody can sit in Student H’s seat.",0
"I will find some tissues.  Have a seat for one second, okay?",0
"Student J, honey.  What are you doing?  Now it’s Student J’s turn, okay?  You guys are taking turns.  This is Thinking Together, not think by ourselves, all right?  Okay?  Go ahead, Student J, and you listen.  Tissues.",1
"How are we doing Student E?  [Inaudible] a seat, honey.",0
"Why don’t you clean up, because we’re going to wrap it up.",1
"[Inaudible].  Wow.  Noise level.  Much, much too loud.  Take it down.  How many?",0
Shh.  Girls and boys.,0
"Thank you.  All right, we’re going to wrap up our day.  How many people were working with equivalent fractions?  Raise your hands.",0
"Smaller the fraction, all righty?  Excellent.  Okay, clean up. Center work [inaudible] in the center of your desks, please.  Student M, that’s you.  Come on.  Chop.  Chop. Please look on the floor.  Make sure there are no fraction strips -",0
"Shh.  You may use the bathroom.  [Inaudible] your desk, please. All of it, before you leave.",0
"Student J, can you collect the centers, and put them over there on the small desks for me, please?  Student T, collect your center work, and put it on the small desks for me there, please?  Student C, collect your center work.  Look, honey. Over on the small desks.  And this group has a lot of cleaning up to do.  Let’s go.  Quickly.  Come on, Student C.  Boys, move your clips.",0
As a group.  You sit like always.,0
8 by 7.  I didn't hear you.,0
Raise your hand.  Has he gone completely around the rectangle? Yes with your hands up.,0
Somebody said it.  Say it again.,0
Not right now because right now I'm gonna explain something about the homework.  And actually – but you need the homework out on your desk.,1
"No, I want you to sit down, please.",0
"Five, four, three, two, one.  Student L.  One person per table. Please put the tiles back on the counters.  Student J, can you go open the door for me please?  Student D, watch the chair please.",0
Boys and girls I’m gonna ask you if we could break down the voices to our six inch voices.  So only the people in your own group can hear you.  I don’t want to hear you.  Okay? I’ll be right there.,1
All right.  Boys and girls.  One more reminder.  Our voices are too loud.  It’s very hard to hear.  Okay.  So if we’re going to continue activities like this it needs to be six inch voices.  If I can hear you and I’m standing here I’m not within six inches of anyone right now.  I shouldn’t hear anybody’s voice.  I shouldn’t distinguish anyone’s voice.  [Inaudible],1
"Yes.  I said bring a piece of paper.  Don’t tell us the solid. Just tell us the attributes.  What the solids have.  So you could stand right at the front of the room.  I’ll wait and I would wait too, Student, I would be looking at your paper.  And I would just read off what your solid has.",0
You can call on someone?  Remember I already said that people calling out and making noises they’re not children we’re gonna call on.,1
