text,cm
"24.  And that’s one way of you checking that you are doing the right thing.  What is the circumference here?  Sorry, diameter here?",FALSE
You with me?,FALSE
"Okay.  So, I want to see all of your work.  Now, this is what’s gonna happen.  If you just don’t feel like you have the algorithm, I am available for centers.  When I have you choose your center, put yourself in with teacher and I am happy to work with you on the algorithm.  Does that make sense?",FALSE
"Denominator, excellent.  Next we're going to look at factors of 111, and Student R said 1 and 111.  Let's check our rules. Is it even?",FALSE
52 what?,FALSE
Here is a row of –,FALSE
"How do I put that 0 there, using my algorithm?",FALSE
"So this is you getting yourselves studying for your Chapter 4 test.So let’s review what pages.So you have number 2, which is answering a vocabulary word.Number 4 you have a bar graph.4 has 4 a, b, c, d, e and f, those all need to be answered.",FALSE
"8 times 6 is actually – this is 8.  From here to here is 8, but from here to here is what?",FALSE
We’re not doing taxes.,FALSE
Down.  Good job.  So I know the different operations that I could use to help me solve for patterns are…?,FALSE
So we can still go this way.  So what number did you choose?,FALSE
"Are you done?  Oh, I’m sorry.  We have more blues, over here. Thank you, hon.  Okay, you’re done?",FALSE
"Measure – oh, let me put this around.  I’ll feel like a tailor, you know, measuring, right?  You know, let me see how long your arms are, make you a suit.  Measure, and then ment, always has that sound.  So this is measurement.  All right, we’re gonna learn about measurement and we’re gonna use that measurement to find perimeter.  You’ve heard perimeter before.",FALSE
Yes.,FALSE
"The whole, okay.  Now let's see how you do that one.  You okay, Student C?  All right.  So what are you going to do?  Here we have a half.  Then we have one fifth, and we need to find the whole.",FALSE
What – what are you gonna do with the extra that’s there?,FALSE
"If you started this, if you didn't want to do the number line, what other way could you figure this out?You don’t know?You can count up on the number line to find more.What's this called when you find the area between?Starts with a D.  Difference.",FALSE
Yes.,FALSE
"So again, what's the things we learned about quadrilaterals,",FALSE
Nice job.,FALSE
"5,400.  90 times 7?",FALSE
"Come, let's go.  No, we're rounding $6.23.",FALSE
"Or one twelfth, or one twelfth.  How about two triangles, Student R?",FALSE
"So what would happen if you put the ruler right there and drew the line straight down?  What would you end up with?  Put the ruler there.  Just a second, honey.",FALSE
"Plus 20, minus 10.  Let’s see if Student E might be right.  So he thinks it could possibly be plus 20, minus 10.  Let’s see.  What’s 4 plus 20?",FALSE
A laptop.  Yes.,FALSE
Okay.  Try it a different way.,FALSE
Good.  And how did you – what did you come up for an answer on that one?,FALSE
"Two-thirds, okay.  You have to fill this whole thing in to win a prize, okay?",FALSE
"826, how do I round it to the nearest hundred?",FALSE
"It's okay.  Do that.  Remember how we broke apart these numbers?  Work with that.  Work with breaking these numbers apart.  Student M, remember how we broke these numbers?  I just want you to see how we broke the number apart, 179 broke it down to 100, 70, and 9.  Do you think you could figure out to jump in that respect?  How to increase your amount?",FALSE
"Student D, come.  Come here.  I want you to turn with your shoulder partner.  If it’s just the three of you, you know that it’s A, B, and C, but I want you to discuss how you came up with -",FALSE
How’d you get from five to 10?  Multiply by?,FALSE
Okay.,FALSE
Can you read that again please?,FALSE
You're breathing under water a little bit?,FALSE
It’s the smallest ones on there.  Count them between the inches.  Go ahead.  Count them between the inches.  How many of those little marks do you have?,FALSE
"But we’re doing improper fractions, right?  We’re changing mixed numbers into improper fractions.  Student C, this just looks like a whole number.  What are we missing?  We need to turn this into an improper fraction, okay?  Who wants to help him out?  Student L?  Why can I not leave it just like that?",FALSE
"Yes.All hands down.Let’s get started.I said earlier we’re going to work with tables, so I’m going to give each table a set of blocks.Can I have it quiet, please?I’m giving each table a set of blocks that fit perfectly in the hexagon shape that’s on page 196.",FALSE
Yards what?  Do we say three?,FALSE
25.  19.  9.,FALSE
Ok. Ok. I see what you are saying. This right here is the,FALSE
"Student V, what do you think a reflection is?",FALSE
"What do we do when – nah-uh.  Just wait.  What do we do when a person comes up with the correct answer, and the other person has the wrong answer, but they finish at the same time?  How are you going to go about checking it?  That’s what I want to know.  Student S?",FALSE
"This is one where we have solved it, breaking one number apart. So I was asking you to solve this problem using a different strategy.",FALSE
"And do you think the shape is symmetrical, or not symmetrical? Asymmetrical?",FALSE
It’s called – we call it –,FALSE
Writing and reading.  Yeah.,FALSE
"Student F.  Okay, what did you get, Student T?",FALSE
"Hurry up.  We're going to be comparing prisms and pyramids.  If you don’t have some examples of prisms and pyramids, I can give you some.  Where's your math spiral?",FALSE
"There was a great question.  Someone said do we – first of all, let me make sure.  Does everybody have hundreds charts?",FALSE
– in our bag?,FALSE
"Let's take a look.I see some dashes on this figure.Isosceles triangle.We have that bad boy in there as well, all right?Again, right now we're just classifying our triangles based on sides.First one, scalene, no congruent sides.Next one, isosceles triangle, a triangle with at least two congruent sides.",FALSE
"Okay, and when – go ahead and do it and I’ll come back and check on you in a little bit.",FALSE
"If I count by 3 twice, what do I have?",FALSE
"Factors.We’re back to factors on this, okay?My partners today are going to be – this is what you need to pick up.One bag of Cuisenaire rods.One die.One piece of paper.They’re all on the table, and then you’re going to come back and play with your partner somewhere in the same area that one of you sit.",FALSE
We multiplied 3.14 by –,FALSE
Okay.  You wanna do –,FALSE
Our denominator.  And what was our     denominator in the problem?,FALSE
"Okay, let’s look at this one, okay?  Student J realized that if he used his multiplication, he could find out how many times five goes into 36.  So what he wanted to find out was this.  What times five equals 36?  Do you see that? Student M, do you understand that, how I got that times problem there, that multiplication problem?  Student N, do you understand how I came up with that multiplication problem?  Student Z?",FALSE
"I don't understand why you're taking something away.  Add them up.  8, 7.  All right.  Does everybody have a total?  Add them up.  How many – some people need to know how many inches are in a foot.  How many inches are in a foot?  Who remembers?",FALSE
"Oh of course, honey.  Of course.  So therefore, one half is equivalent to what?",FALSE
"This is their vacation.  They're going on a vacation like this. They start here, and they're going here.  How long does it take them?  How many miles?",FALSE
"Four times four.  So you have the same number.  If you find the same number or two consecutive numbers, you are finished, you are done.  So you know you have all the factors of 16. Tonight – I didn’t mean for us to go so long so tonight for homework, I want you to pick – let’s see.  Pick two target numbers, just two, any two target numbers you want to and try this.  Okay, you pick the number and then you make the factor rainbow with the numbers that you picked.  Pick two. That’s for homework.",FALSE
Out of?,FALSE
"Shh.  Raise your hand.  Shh.  Give me five.  Give me five.  How did Student L break up her problem, Student L?",TRUE
Good.  Very good.,FALSE
"Okay, what do you think?",FALSE
"But 12 is a multiple of three, so she should have said –",FALSE
Why don't we do 5.,FALSE
"So let's do our object, our thing is a smiley face.  Our diameter is how long?  14 centimeters.  Good.  Right there. Excellent.  Not yet.  Close.  Remember, when you do the area, it's squared.",FALSE
Two zeros and then I’m gonna multiply.  Eight times six is?,FALSE
"Amounts.  Two different amounts.  Two different amounts of what, Student C?",FALSE
Would I go back 315 miles?,FALSE
"Before the reflection.  How did you even see the second image? How did you see the second image, Student W?  Student W, how did you see the second image?  The one you’re drawing now.",FALSE
"Okay, so that’s similar to what Student K did.",FALSE
"I only had about 50 percent participation that time.  1, 2, 3, eyes on me.",TRUE
11 times 7.,FALSE
"I’m coming hey, you know what he’s really good at this Student J come here can you figure out how these guys tessellate?",FALSE
"Very good.  The one of them are obtuse and the other two are acute.  So it would be a scalene triangle, but a scalene obtuse triangle.  Very good.  So I want you to draw today’s pattern.  Today’s the 11th.  So looking through our pattern, looking at our math pattern, what would you predict for today’s pattern? I will give you 15 seconds, and you are to write as many facts as you can about today’s polygon.  I see that you’re working hard, so I will give you a little bit more time to think.  Okay.  Time’s up.  Caps closed.  Who can tell me by raising their hand – try to do it in one shot.  Who can tell me about today’s polygon?  Student M?",FALSE
"Student, G.  Student T, can you come here, please?  Bring your exemplars, and a pencil, also.  Come here.  All right. Now, what are we doing?",TRUE
"Put everything away.  Put everything away.  And here’s what you are going to need to have ready.  Okay, are you working things out now?",TRUE
"5, so what's my portion of lion?",FALSE
"Zero.  Good job.  Next one, I’m multiplying.  What do I need to put here?",FALSE
All right.  Go right now.,FALSE
"What's the next one, 16?  How many do you have there?  6, okay.",FALSE
"All right, Student X, so you did that?  Did you get the same answer?",FALSE
Are you sure?,FALSE
"Oh, wait, don’t — we have got to do the third.  Do we have any edges?  That you know of?",FALSE
"Yeah, it makes sense, right?  There’s equivalents.  Sometimes it’s harder to find them but it can be done.  Now this time they’re not asking you for fractions, they’re asking you for percents, right?  So what percent of this total for the week did Malik catch on Mondays?  So on Monday he caught 12, right? What’s the whole here?",FALSE
"Yes, we do in this problem.  We know what A is.  A is—",FALSE
You weren't listening.  I said all I want here are the answers. Your steps should be on this paper.  I want you to think and tell me.  Look at all the problems we've done and you tell me what you think we should do.  That's just the way it looks in the book.  It's really not a second line.  You need to make sure you're showing me all your steps on your second sheet of paper.  Yes dear?,FALSE
"So, do you know your 16s tables?  No.  Actually, for number 4 and 5, I want you to double and halve those ones.  Those ones are really good to double and halve.  So even if you solved it using the break-apart method, solve it twice. No, you don’t need to erase it, but next to it, solve it using our doubling and halving rule, because you should get the same answer.  You don’t need to erase.  For 4 and 5 – 4 and 5 are going to be really good ones.  Then 6, 7, 8 you can use the break-apart method.",FALSE
"What?  Oh, that's a zero in the middle?  I thought it was a two or a six.  I couldn’t tell.  I can't tell this number either.  That's an 18?  16?  You have to slow down.  There you go.  Much better.  See?  Wait.  No, no, couldn’t be 18. Oh, that's the difference, right?  To 1,000?",FALSE
What can you either have?  You either repeat the process or you have a what?,FALSE
"Go for it.  Because if you can learn the Big G by heart and be able to draw it, eventually you’re going to be able to picture it in your mind, and you’re going to be able to use this for any conversion that you need to do.  What could you do?  What could you do in that case?  Let’s see? Perfect.  Excellent guys.  I thought it would take a bit more practice for you to be able to do this.  Excellent. Do you know how many ounces are in a cup?",FALSE
"Yeah, on the workbook page – oh, in the math room?  Let's switch please.  Come on, waiting on you.  It's written right there by the window.  Okay, group three, if you could move towards the front of the room.  Student R, what group are you in?",TRUE
Do you want to write that down?,FALSE
I see Student J trying to figure out if it is 94.  Do you agree?,FALSE
"Because we need to divide by 2, or multiply times one half, however you interpret that.  You guys should be able to do 35 divided by 2 in your head.  It's an odd number, so it's not going to come out evenly, but yes, Student M, it's 17 and a half.  Now in decimals, what does 17 and a half look like?",FALSE
"And that would be four-fourths, and that would be one -",FALSE
"And some non-examples.What capacity is not.And you’ve done a good job of that.We’ve shared a few of them while we were down here today.So those are the two things that I want you to complete for independent.Partners, you are going to be working on converting some capacity measurements.",FALSE
And what is a face?,FALSE
"Okay, 2 plus 2 is 4.  Does that equal the denominator?",FALSE
Which one do you think you would use?,FALSE
"Okay?  Were there any questions while you were working with equivalent fractions?  Anybody have a question about it? Nothing?  We’re all good with equivalents.  Okay, this group working with comparing fractions greater than, or less than, how did we do?",FALSE
"So Student D is ready.Student C is ready.Student M, are you ready?I am coming around and I’m going to give you an index card.You’re going to want to tear up 1, 2, 3, 4, 5, 6, 7 little pieces and you’re going to place them on the fractions that I have that are less than one whole.",TRUE
"We’re going to sit like we always do, we just come down here first.",TRUE
"That's six pages.  If you complete it, you're going to be a little ahead of your class, right?  Yes.  Okay.",FALSE
"30.  So we're going to start right on the ground.  Next, what would our next multiple be?",FALSE
How much is not shaded in here?,FALSE
Is what?,FALSE
"Same size and shape.  Just eyeing it, do they look like the same size and shape?",FALSE
Okay.  You want to come put six tenths on our number line? Excellent.  Very good.  Now look up here at the number line.  Six tenths.  Is it closer to 0 or to 1?  Student J?,FALSE
Ten.  It has to be ten.  So ten times four is…?,FALSE
"So, next week, math time, we’ll take one day and do a little bit of reviewing for things that I think that you might not remember to get ready for that benchmark test, but, otherwise, we’re gonna keep going with second quarter. So, today, we’re gonna keep going with multiplication. We’re gonna move on, so I feel like you’ve got the by one- digit multiplication.  We’re gonna move on to the by two- digit multiplication, so we’re gonna make sure that we’ve got that too. So, just like last time, I want to start with something other than the algorithm.  So, we’re gonna stick with our box method.  I’m gonna show you – remind you again how it can work with multiplying by two-digit numbers too. So, we did it with one-digit numbers.  So, remember, if I took the problem 94 times 7, how would I show that using the box method?  How would I show that, Student J?",FALSE
And show…,FALSE
No.  I want to know if I could put a 12 foot.  Somebody say 12 feet.,FALSE
Point to it.,FALSE
"7.  Okay, how many times do I move my decimal?",FALSE
"This is not homework.This you need to bring to class tomorrow.I don’t think everybody got through it.If you were in group one, you need to make sure Student C collects your homework and turns it in.If you have a computer you need to shut it down and make sure it gets plugged back into the laptop heart, please.",TRUE
So you did 427 plus,FALSE
Then they’re all the mode.,FALSE
Two quarts or two pints?You guys can work together on this.Then on the back I’ve got a few capacity problems where you’re going to have to think a little bit deeper.A few word problems where I want you to really apply what you’ve done with your partner on the capacity on the front.,FALSE
"So it's going to go 0 to 14.  Look at our data here.  If we're going 0 to 14, and we have a couple of things to plot, what kind of interval would be the best?  Student H?",FALSE
"Yeah.  She was talking about equal parts, and saying that you know what?  You have to make sure whether it’s a circle, a rectangle, whatever shape it is, your dividing it into pieces, like Student E says, I’m going to do with dividing, those pieces have to be equal if we’re going to talk about them as fractions.  Maybe she’s right, maybe she’s not.  I think she had a really great idea, all right? I need five volunteers.  Hmm.  Five volunteers.  Student C, you can come stand right up here.  Student D.  Student L, and Student S.  Oh, that’s only four.  Hmm.  Student N, and Student J.",FALSE
All right.  Let’s move to the next part.,FALSE
"So once I give you a fraction hamburger, just go ahead and start sorting them into piles, your pieces into piles.  I got the hamburgers.  You all gotta sort.  It’ll take you a few minutes to sort.",FALSE
I didn't hear you.  What?,FALSE
Number two should be 12.56.,FALSE
"Right?If it’s 37 oranges, you have put the word “oranges.”  I need to know what you’re talking about.So if someone were to come in and say, “Oh, great line plot.What’s it collecting?What’s the data it’s all about?”  You have to make sure your title’s up there so people know.",FALSE
"Yeah, you can put them in there just to hold them if they’re rolling everywhere.Please take out six.All right.Once you’ve done that, please put your hands on your shoulders so that I know that you’re ready.Student D, that’s not a good place for them, okay, sweetheart?",TRUE
"Five, and then I’m gonna choose for you.  Four, three, two, one.",FALSE
What do I do with it?  Throw it away?,FALSE
21.  Student J?,FALSE
"So those voices I hear, student?",FALSE
The parameter.,FALSE
Go ahead Student C?,FALSE
"Yeah, that doesn’t make – I want you to rewrite that so it makes more sense, okay?  Wendy wanted to make cookies but she did not know how many in all.  There was 5 in each row and there were 20 columns.  How many cookies in all?",FALSE
So I'm not going to use 1.  When we're dividing we want to find a common factor that they both have.  Common means the same.  I want to find a common factor.  So what can I divide 3 by?,FALSE
[Inaudible] what’s the quotient?  What is a quotient?  The product is the answer of [inaudible].  The sum is the answer of an addition problem.  The difference is the answer to a subtraction problem.  So what do you think a quotient is?,FALSE
"Nine twelfths.  That's all we're doing today, is finding equivalent fractions.  We're using models.  We're using diagrams, but we can also use math.  What do we have to do if we're using math to find an equivalent fraction?  Raise your hand if you can tell me the whole thing you have to do.  Stop and think through.  What do I have to do? Student G?",FALSE
And then I just add 12 more.,FALSE
Everyone agree?,FALSE
"So we have so many options.  That's what's great about this. As long as you're jumping the appropriate – excuse me.  As long as we're jumping the appropriate number, we're getting to our goal and we're getting the right answer.  Yes, Student D?  Nice quiet hand next time.  I can help you, yes.  Want to show us something?",TRUE
[Inaudible],FALSE
"Okay.  They traveled 427 miles, and then continue, Student K. I'm sorry.  I'm sorry Student K, but this group, these two groups right here are being extremely rude.  You're following along.  Continue.",TRUE
"Yes you do.  5, 10—",FALSE
"Good.  And then circle.  It looks like you used a good formula, there.  How do you need to label that?  And then I just got you guys [Inaudible] on how to do this a different way. Starting with the rectangle.  What could you do to the rectangle?",FALSE
What are you going by?,FALSE
Whoa.,FALSE
"Good, simplify.  12 divided by 12 is?  12 divided by 12 is?",FALSE
Seven and two?,FALSE
Okay.,FALSE
Anybody else got 60?,FALSE
"But how can we write one half?  How could you change half into – think of a common denominator between two and six – a common multiple between two and six.  You’ve got it – keep it – but I want you to find it the other way, too.  You’ve actually got the simplified answer.  I like what you did – one, two, three, four.  Now you’ve got to find a simplified version of that.",FALSE
"You were with Student R?  I didn’t get Student R’s total, did I?  Student T, $39.00.  New leader.  And Student A and Student T, also you spent – you spent $37.00 or $39.00?",FALSE
"Student K?  Come sit over here a second.  Come over here. Because now you affecting other people, and preventing them from finishing.",TRUE
So what could you say for that?We have a triangle that has no congruent sides.We call that triangle a scalene triangle.Okay.Let's move on.I'll do a quick little quiz.Let's see if you can use nice little brains to go over what we just talked about.,FALSE
"Is that important right now?  You can spell it different ways. I spell it s-m-i-l-e-y.  You can do a happy face, whatever you want.  I want to know the math right now.  How you doing, Student D?  Did you do something like this at your old school?",FALSE
"22.Even teachers make mistakes, boys and girls.It's not the end of the world.You just have to fix it.Now what do I do once I've done this part?I've done the division part of it, but now I have to take away this.0 minus 5 can't be done, so I'm going to borrow.",FALSE
"You stole it, Student T.",TRUE
Which is?  Awesome.,FALSE
"So that group that got pulled out of the room earlier, you didn’t hear the fractions for simplifying.  So I’ll pull you when they break up and we’ll do it.  Don’t write with blue.  Use black instead.  Thanks.  Just keep it and switch to black.  Hold on.  Watch what he does first.  He knows that 12 cannot go into 9.  He puts his decimal, and then he must know his multiplication facts because he knows that 12 times 7 was going to be 84 really fast.  So seeing that it’s seventy-five hundredths as our decimal, what do you think an equivalent fraction would be to nine twelfths?  If I simplify it, what am I going to be? Student L?",FALSE
400 is correct.  Questions?  You all understand that squared part?,FALSE
Help her.,FALSE
"Okay, and what about the two?",FALSE
Mm-mm.  So the rolling was just to see who goes first; so then you all just spin it.,FALSE
Multiply.  I’m going to multiply six times how many cups are in a pint?,FALSE
"60, right.  So now we need to figure out how many boxes did we stack to get to 60?  Well, if I was at 5, okay, what would my tenth multiple be?  What number would get me – if I had 10 boxes, how many total oranges would I have?",FALSE
"You times it by itself.  You have to remember that step or it gets all messed up.  Five tenths times five tenths, or five tenths squared is—",FALSE
"Not two or more, but two.",FALSE
"And this one you’re halfway there.  This one, you’re seven- eighths of the way there, right?",FALSE
"It’s skip counting, which is exactly the same as what, Student I?  Multiplication.  This is a multiplication problem.  37 rows, 8 in each row.  That’s like if I had 37 friends and I gave 8 of something to each friend.  How could we solve this?  Student D, how could we solve this?",FALSE
"Four eights.  Can you move that down, honey, and put it over there?  That works.  Student N, tenths.  Can we find an equivalent fraction?  One half equals how many tenths? Student N knew right away just looking at it.  She took half of it, brought it over, and how many tenths did it take, Student N?",FALSE
2 what?,FALSE
"Well, I’m gonna have to have six boxes, but one of ’em is gonna be empty.",FALSE
"Okay.  How are they alike, Student D?  What's similar about them?",FALSE
"That’s not how they’re different.  Yes, one is a pre-image and the other is a reflection.  What’s physically different about the picture?",FALSE
"Three point one four.  Okay?  So, if you drew a picture of a circle to give yourself an idea of what this garden looked like, hopefully you’re picture looked like this.  Okay? All right.  Take me through it, Student E.  What did you do?",FALSE
"Student N says that our exact answer over here is 2.7, so did our – she said if you didn't round it would come up to be two and seven tenths.  Is that really close to our 3?",FALSE
"Right.  So because this is a two-digit number by a two-digit number – I’m gonna sit back – you have four boxes.  Does that make sense?  Now what do I do, Student C?",FALSE
"Okay, so [Inaudible]?",FALSE
The hand sanitizer box.  Okay.  Student B?,FALSE
Think about it.  Think about it in terms of what you know to be true in terms of fractions.  We’ve already been through fractions.  Do you know what one-fourth plus one-fourth is?,FALSE
"It’s one whole.  So the numerator and the denominator, are they the same number, Student D?",FALSE
"No.  Student M, would you let Student E get herself a pencil? I like how some of my groups are working.  Good job.  What are you doing?  You either — you either use the blocks correctly or you're not going to be with a partner.  You're going to be out in the hall.",TRUE
"Okay, if the denominator is the same you can cross multiply. But what if the denominator is the same and the numerator is different?  What if the bottom number is all the same and the top number is different?  Student L?",FALSE
"There is your answer.  Who was confused?  If you did not get that, thumbs down.  If you did get it, thumbs up.  Great. What was your question?  The two of you, what was your question?",FALSE
Sixteen.  Minus two?,FALSE
You may start cutting.  Okay.  I have to give you the extension.  There’s an extension to go around the top of the box.,FALSE
"Look up here, look up here.",TRUE
So if it’s 803 all the way across?,FALSE
"Six.  Thank you, guys.  Now we are gonna use – read this number 456.",FALSE
$67.20?,FALSE
Bring down your zero.,FALSE
It's like when you were driving.  You’ve driven 283 miles.  We have 179 to go.  We drove 17 of that 179.  How much more of the 179 do we need?,FALSE
A little louder.  Teacher K has a very powerful voice [inaudible].  What did you say?,FALSE
"What if it wasn’t on?  It is on.  It’s recording every move. All right.  Let’s look at number 2.  Number 2 says, “Which choice listed below is the 20th multiple of 26?”  I put this up here, but it’s not staying up here for your assessment.  So if you get one like this on your assessment, you need to know that number sentence that we came up with.  Or, it’s really not a number sentence because there are no numbers, but it’s a word sentence that we’re going to put numbers in for.  So which listed below is the 20th multiple of 26?”  How could we start that off, Student A?",FALSE
100.  What can I simplify these numbers by?,FALSE
Huh?,FALSE
"I’m going to ask you to go sit where Student J is sitting. Student J, who is your 6:00 partner?",TRUE
"All right.  So, Student D and Student S, go ahead and partner up.  Student W and Student J, go ahead and partner up. Student A and Student W, go ahead and partner up.  Student K and Student A partner up.  Student J and Student E partner up.  Student S and Student A partner up.  You and Student C partner up.  And can you partner with [Inaudible]?  Thank you.  So if you got a partner, you go stand next to your partner.  Student V, you don’t have a partner.  I’ll be your partner. All right.  So, if you’re a one, actually the student who is the shortest of the partner pair gets to go first.",TRUE
Did you guys do this?  Doesn’t that take care of dessert?,FALSE
"7 pencils.  So which two can you automatically cross off. Student A, which two can you automatically cross off?",FALSE
"And put a piece there.  A piece there.  After you cut it, it’ll go right in.  Okay, you’re all done so you can start making these out of the cubes.  All right?",FALSE
"Okay, that only works when you have either numerators that are the same, so do we have the same numerators?",FALSE
Okay.  What does number two look like?,FALSE
Okay.  How can you tell?  Student L?,FALSE
"Okay.  Student N, what do you see?",FALSE
"It measures 180 degrees.  If each angle has to be the same, according to this equilateral triangle, then how much does each angle measure?  Think about it.  How many angles does a triangle have?  Is everybody clear on that?  Is anyone unsure?  It has three angles.  So an equilateral triangle, all angles measure the same.  That would mean this angle and this angle and this angle are all the same.  How can I find out what each angle measure equals?",FALSE
"Okay.  Who is ready for the next one?  I'll give you a second. You've got an acute angle that has three acute angles, which means all the angles are less than 90 degrees.  Our next one is a right triangle which means one angle measures 90 degrees.  Then we have the next one.  Who can tell me what the next triangle is going to be based on what we've talked about so far?  We've talked about acute.  We've talked about right.  Who is the missing amigo?  Yes?",FALSE
Very good.  Then where did I get the 2 from?,FALSE
"I need only the person I'm speaking to, to answer, please.  4. Then we turn this into an 8, 800, and 8 minus 0 – how do I double check my work using the American algorithm, Student J?",TRUE
"No, I'm asking where did the 634 come from?  You can go mentor.",FALSE
Is that a total number?  Is that how many miles they drove all together?  What does that represent?,FALSE
"Is it 319?  Double check.  Good girl.  Nice job.  Okay.  So how do I get from 319 to 634?  What do I have to do to get from 319 to 634?  Do I add it, add up, or subtract?  What am I going to do?",FALSE
"Gets you to 400, and what do you need to get to?  What's your next big landmark you want to get to?  You got to 400.",FALSE
Very good.,FALSE
20 to 400 is—,FALSE
"Let's see if it works.  Okay, everybody.  Did anybody have another way that's different?  Student E, come up and try it, and then we'll talk about it.  You can explain your ways in just a minute.  Student M, you can sit down and I'll ask you to come up in a minute.",FALSE
"If you don't know how you're going to do it, I'm going to have you sit down, because I don't know exactly what you're talking about.  You have a different way from all of these, Student M?  Okay.",FALSE
"What do we call this, the way you figured it out?",FALSE
"How much is 14 minus 9?  Please don't yell out.  5.  Let's cut this down to just two tens.  She had one 10 she needed to take away, Student E.",TRUE
I can't hear your voice.  You need to say it much louder.,TRUE
"Wait a minute.  4 minus 9 equals 15?  I have 4 M&Ms.  I give you 9, and it ends up being 15?",FALSE
"So you have 600 minus 300.  We know from Student E, that she did that.  Then you did 30 minus 2.  Where does that come from?  What's the problem with that?  You can't subtract the 30, can you?  You have a problem with what you're doing because you have to think about the whole number.  Can we take 9 from 4?  This is what we had the problem with the other day.  You ended up taking 9 from 4 and getting 5. This is what you said you did on the [Inaudible] which you can't do.  Can you just reverse the numbers and do 9 minus 4?  No.  This has to be a bigger number.  Where do we get that bigger number?  Over here.  We had to borrow it and it becomes a 14.  This is really 14 minus 9 is 5, okay?  Wait a minute.  I borrowed, so this became a what?  Two tens, not three tens.  That should be two tens, right?  Then you end up with 10.  Do we understand?  Then you add them together, and the 15 here, the 5 here, and you ended up with 300 plus 10 plus 5, but you never added them together either.  So do you see?  I think that's probably not the best way for you to do that.  I think you're more of a visual person.  We'll talk about another way in a minute. All right.  Who did this?  Student M, can you tell me what you did?",FALSE
"Wait a minute.  I need to know where I'm landing, right?",FALSE
"100.  So what's my closest hundred, Student C?",FALSE
Does everybody have page 51?,FALSE
"Student A?  Student L, you're going to be next.  Be prepared. You need to pay attention.  Student C, what we did is finding the difference.",TRUE
"Okay class, welcome to another unit five lesson.  What I'd like us to focus on today is adding three digit numbers.  It's very important.  We've been working on this for the last couple weeks, and what I'd like us to think about are the different strategies.  We touched upon it yesterday, different types of strategies for adding three digit numbers.  I'm going to put a number on the board.  What are the ways, just looking.  We're just gonna look and we're going to talk about this.  What are the ways we could solve this?  How could we attack this problem and solve it? Student J?  just by talking.",FALSE
"So I'm going to say this stacking we know as the US algorithm. The US algorithm.  So when we stack them, put them one on top of the other, it is called the US algorithm.  That's not algebra.  US algorithm, okay?  We can use the US algorithm.  We could break them apart by place value.  Any other ways we could solve 179 plus 283?",FALSE
Or trip?,FALSE
Seven and eight?  Seventy and eighty?,FALSE
Put it in your desk or it's going in my desk.,TRUE
Seven and eight.,FALSE
"Student S, student activity book.  Oh, I have your student activity book.  Take out your notebook, your math notebook.",TRUE
Why?,FALSE
What about 30?,FALSE
So what does that mean?,FALSE
"Now what number do you want to start with?  A hundred seventy- nine or two eighty-three?  I usually, like I said, like to start with the bigger number, but it's totally up to you.",FALSE
"Okay, so start with that on the end.  And when you jump you're adding number, right?  You're adding an amount?",FALSE
You’ve only jumped a hundred.  How much more do you need to jump?,FALSE
Add 10.,FALSE
"So we can count together, 410, 420, 430 –",FALSE
I think we're going to do a lot more practice with number lines next week.  That’s what I think.,FALSE
Good.  Was it delicious?,FALSE
Nine hundred and ninety-six?,FALSE
"Shuffle them up.  If you get a wild card, just trade it in for a regular number.  All right, you guys, go ahead.  Just everyone gets eight cards.  It is your job to make your own numbers, your own 2 three-digit numbers.",FALSE
"Yeah, you look at all the numbers and you see how you can make the number that will equal one thousand, get closest to one thousand.",FALSE
"No, no, honey.  Honey, no.  This is a digit.  This is a digit. This is a digit.  Choose three numbers.  Any three numbers here?  Choose three numbers.",FALSE
What was the first one?,FALSE
Five hundred and forty-five.,FALSE
"But you didn’t answer the question.  You didn’t answer.  How you doing, hon?  Okay, it's your turn.  Choose it.  Oh, this one and this one?  Write it down.  Again, don't worry about this.  Don't worry about this one.  So you do 57 plus 55.  You write it.  Ooh, smart cookie.  Is this your deck, guys?",FALSE
But what number is this?,FALSE
"Maybe he was talking less and concentrating more?  I would like everyone to freeze.  Please put all – facing the same way – please put all the cards in one deck, one pile, and put the pile in the plastic bag.  You have a plastic bag?  No. There you go.  Make sure you're getting all of the cards. Some of them are hiding under your books, under your place cards.  Here you go, honey.  Sit down.",TRUE
Put your head down.,TRUE
"Oh, this whole number?",FALSE
"This is close to 1,000.  This is our end goal.  So I like that you were thinking that way.  You had a strategy.  Did you know that this is a strategy?",FALSE
So I head what Student J learned today.  Can I hear a few other comments from the boys who didn’t talk?  Let's just wrap this up.  Yes?  Even about our discussion from before.  The number line?  Anything you learned today that is either new or interesting.,FALSE
"A trapezoid.  It would end up being a shape like a trapezoid. That would be symmetrical.  If we cut this in half – I’m going to ask you to stop touching those, please.  Okay, so if I cut this in half, or folded it right there, in half, this side, this point would come over to here, and this point would come over to here.  Is that correct?",FALSE
Yeah.  Are there any other lines of symmetry?,FALSE
"The first shape, which was – we decided it would have to be a, what shape to make it work?",FALSE
"Everybody.  We only have so many shapes we can use, so if you use six triangles, and that’s all you have, then the other person cannot match it, because you don’t have anymore triangles.  So, make it small enough so that you can match it with what you have, okay?  You’re not done?  You got to use these.",FALSE
